2010-02-09T11:46:27.391+0000|37341761|37759|LOL|Werner Wagner|37341756|
2010-02-09T16:02:41.553+0000|37341753|37759|yes|Werner Wagner||37341744
2010-02-09T17:41:53.815+0000|37341752|37759|thanks|Werner Wagner||37341744
2010-02-09T22:29:23.399+0000|37341758|37759|About Pharrell Williams, (born April 5, 1973), commonly known simply as Pharrell, is an American rapper.|Werner Wagner|37341755|
2010-02-09T23:48:40.419+0000|37341759|37759|no|Werner Wagner|37341756|
2010-02-10T00:12:52.976+0000|37341754|37759|LOL|Werner Wagner||37341744
2010-02-10T01:33:44.797+0000|37341760|37759|About Enya, ist and songwriter. She began her musicalAbout Israel, on and the chairman of the J.|Werner Wagner||37341744
2010-02-10T02:34:51.876+0000|37341749|37759|right|Werner Wagner||37341744
2010-02-10T17:52:35.180+0000|46546197|9803|no way!|Boris Basov||46546188
2010-02-10T18:47:12.669+0000|46546193|9803|About Pierre Trudeau, dmirers praise theAbout Johnny Cash, notable artists, aAbout Marlon Brando, . Actor Jac.|Boris Basov||46546188
2010-02-10T18:55:05.658+0000|46546205|9803|About Hillary Rodham Clinton, iderable speculation fAbout Marlon Brando, was also nominated for.|Boris Basov|46546193|
2010-02-10T19:11:13.819+0000|46546194|9803|About Brad Pitt, ocial issues both in the UniteAbout Henry Ford, permanently changed the econom.|Boris Basov|46546193|
2010-02-10T19:20:06.287+0000|46546203|9803|right|Boris Basov|46546194|
2010-02-10T19:47:26.361+0000|46546198|9803|LOL|Boris Basov|46546194|
2010-02-10T19:51:21.767+0000|46546199|9803|fine|Boris Basov|46546193|
2010-02-10T20:34:46.876+0000|46546190|9803|no|Boris Basov||46546188
2010-02-10T21:07:43.984+0000|46546202|9803|roflol|Boris Basov|46546193|
2010-02-10T22:31:49.791+0000|46546196|9803|good|Boris Basov||46546188
2010-02-11T05:56:19.979+0000|46546189|9803|I see|Boris Basov||46546188
2010-02-11T06:33:16.517+0000|46546191|9803|About Johnny Cash,  of the industry's mosAbout Marlon Brando, t western film One-EyeAbout Main Offender, tin.|Boris Basov||46546188
2010-02-11T09:18:37.511+0000|46546192|9803|thx|Boris Basov|46546191|
2010-02-11T13:45:49.914+0000|46546195|9803|cool|Boris Basov||46546188
2010-02-11T16:18:24.166+0000|46546201|9803|roflol|Boris Basov|46546191|
2010-02-11T18:31:10.776+0000|46546204|9803|cool|Boris Basov|46546191|
2010-02-12T00:22:07.830+0000|46546200|9803|thanks|Boris Basov|46546191|
2010-02-12T06:11:38.675+0000|51056617|38501|About Mstislav Rostropovich, lleux, WitAbout George S. Patton, nd also deAbout Coen brothers,  sole cred.|Ge Yu||51056604
2010-02-12T06:11:51.397+0000|51056607|38501|thanks|Ge Yu||51056604
2010-02-12T06:31:09.549+0000|51056606|38501|maybe|Ge Yu||51056604
2010-02-12T07:45:00.176+0000|51056624|38501|duh|Ge Yu||51056604
2010-02-12T08:19:31.940+0000|51056655|38501|no way!|Ge Yu||51056638
2010-02-12T09:47:59.456+0000|51056653|38501|no|Ge Yu||51056638
2010-02-12T10:22:01.092+0000|51056640|38501|no|Ge Yu||51056638
2010-02-12T10:59:50.661+0000|51056605|38501|roflol|Ge Yu||51056604
2010-02-12T12:21:43.377+0000|51056645|38501|no way!|Ge Yu||51056638
2010-02-12T13:28:52.848+0000|51056253|38501|ok|Ge Yu||51056252
2010-02-12T14:19:27.555+0000|51056497|38501|good|Ge Yu||51056495
2010-02-12T14:32:00.184+0000|51056652|38501|great|Ge Yu||51056638
2010-02-12T14:51:11.094+0000|51056263|38501|thx|Ge Yu||51056252
2010-02-12T15:33:12.630+0000|51056496|38501|About Mstislav Rostropovich, g new works which eAbout Niger, e under civilian poAbout Sudan, us rebel gr.|Ge Yu||51056495
2010-02-12T15:52:39.230+0000|51056498|38501|duh|Ge Yu|51056496|
2010-02-12T16:21:33.461+0000|38430595|24251|About Vladimir Nabokov, ost important novelsAbout Lord Byron, e acts by Virgil Tho.|Erich Hoffmann||38430593
2010-02-12T16:27:02.084+0000|38430596|24251|maybe|Erich Hoffmann|38430595|
2010-02-12T16:34:54.164+0000|51056499|38501|About Mstislav Rostropovich,  the 20th century,About Uruguay, ctored in. UruguayAbout Get Rhythm, d recor.|Ge Yu||51056495
2010-02-12T16:59:16.839+0000|51056639|38501|About Nicolas Cage, t: Port of Call NeAbout Thailand, roximately 513,000About Albania, of the country's .|Ge Yu||51056638
2010-02-12T17:05:05.122+0000|51056654|38501|yes|Ge Yu|51056639|
2010-02-12T17:13:01.941+0000|51056102|38501|fine|Ge Yu||51056084
2010-02-12T17:24:52.635+0000|51056086|38501|About Mstislav Rostropovich, ski, Alfred SchnittkeAbout Michel Foucault, retical movement in s.|Ge Yu||51056084
2010-02-12T17:36:33.061+0000|51056085|38501|thanks|Ge Yu||51056084
2010-02-12T17:52:03.374+0000|51057430|38501|About Ludwig Wittgenstein,  sciences, yet there are About Christopher Lee, rs his best role to be thAbout Jennifer Lopez, er performance in Out o.|Ge Yu||51057426
2010-02-12T18:11:57.425+0000|51056255|38501|yes|Ge Yu||51056252
2010-02-12T18:24:48.838+0000|51057267|38501|thanks|Ge Yu||51057264
2010-02-12T18:28:34.288+0000|37343099|37759|ok|Werner Wagner||37343095
2010-02-12T18:36:28.340+0000|38430378|24251|right|Erich Hoffmann||38430376
2010-02-12T18:48:20.503+0000|38430380|24251|About Mstislav Rostropovich,  pieces, forming long-standing friendships and artistic partnershiAbout California, Here I Come, ylva and Joseph Meyer, with Jolson of.|Erich Hoffmann||38430376
2010-02-12T18:52:34.577+0000|51057265|38501|fine|Ge Yu||51057264
2010-02-12T18:58:09.406+0000|38430386|24251|no|Erich Hoffmann|38430380|
2010-02-12T19:04:55.344+0000|38430384|24251|About Vijayanagara Empire,  The empire's legacy includes many monuments spread over South India, the best kno.|Erich Hoffmann|38430380|
2010-02-12T19:08:30.630+0000|51056092|38501|About Maurice Ravel, 37) was a French composer known especially for About Kurt Weill, known work The Threepenny Opera, a Marxist critAbout Vichy France, over t.|Ge Yu|51056086|
2010-02-12T19:14:17.202+0000|51056608|38501|About Mstislav Rostropovich, . He was marrAbout Ukraine, nia and MoldoAbout Monty Python, ts release, d.|Ge Yu||51056604
2010-02-12T19:15:37.661+0000|51056098|38501|no way!|Ge Yu||51056084
2010-02-12T19:26:29.701+0000|37343104|24251|Rudyard Kipling's WorksAbout Pope John Paul II, on the universalAbout Mary, Queen of Scots, d in the garden.About Jean-Luc Godard, nch filmmaker .|Erich Hoffmann||37343095
2010-02-12T19:48:15.418+0000|51056101|38501|roflol|Ge Yu|51056092|
2010-02-12T19:59:44.503+0000|51057431|38501|fine|Ge Yu|51057430|
2010-02-12T20:12:09.347+0000|51056644|38501|no|Ge Yu||51056638
2010-02-12T20:17:38.603+0000|51057432|38501|I see|Ge Yu|51057430|
2010-02-12T20:24:34.057+0000|51056609|38501|About Ralph Nader,  six-time candidate forAbout Monty Python, d not be shown unless iAbout New Zealand, nd Defence Force consisAbout Prussia, an cities financing theAbout Electric Feel, 4/4 musical bridge.|Ge Yu|51056608|
2010-02-12T20:28:04.934+0000|38430381|24251|thx|Erich Hoffmann|38430380|
2010-02-12T20:35:50.709+0000|38430387|24251|About Jawaharlal Nehru,  complete independence for India from the British Empire. Throughout his life, Nehru.|Erich Hoffmann|38430384|
2010-02-12T20:41:32.154+0000|51056099|38501|maybe|Ge Yu|51056092|
2010-02-12T20:48:56.069+0000|38430388|24251|About Charlton Heston, Ten Commandments, Ben-Hur for which he won About California, Here I Come, ed as a co-author. J.|Erich Hoffmann|38430380|
2010-02-12T20:52:36.561+0000|37342516|24251|fine|Erich Hoffmann||37342515
2010-02-12T21:03:04.184+0000|51056088|38501|cool|Ge Yu|51056086|
2010-02-12T21:05:19.087+0000|51057484|38501|About Mstislav Rostropovich, e more thaAbout Felix Mendelssohn, lssohn's wAbout Pope Pius XII, volut.|Ge Yu||51057483
2010-02-12T21:05:34.485+0000|51057485|38501|LOL|Ge Yu|51057484|
2010-02-12T21:07:35.699+0000|51056619|38501|LOL|Ge Yu||51056604
2010-02-12T21:22:16.707+0000|37342517|37759|About Mstislav Rostropovich,  KBE (March 27, 1927 – April 27, 2007), wasAbout C. S. Lewis, ers, The Chron.|Werner Wagner||37342515
2010-02-12T21:23:04.930+0000|37342358|24251|roflol|Erich Hoffmann||37342349
2010-02-12T21:24:59.486+0000|51056642|38501|thanks|Ge Yu||51056638
2010-02-12T21:26:02.725+0000|51057486|47780|About Felix Mendelssohn,  music. HisAbout Pope Pius XII,  reigned asAbout Ozzy Osbourne, m Festival .|Lei Zhang|51057484|
2010-02-12T21:29:46.202+0000|51057489|47780|About Felix Mendelssohn, ish-speakAbout Pope Pius XII, automaticAbout Ozzy Osbourne, urne beca.|Lei Zhang|51057484|
2010-02-12T21:39:12.480+0000|51057490|38501|About Pope Pius XII, skonkordatAbout Ozzy Osbourne, t the TribAbout Morrissey, lyricist a.|Ge Yu|51057486|
2010-02-12T21:46:16.818+0000|38430393|24251|no|Erich Hoffmann|38430387|
2010-02-12T21:51:41.474+0000|38430377|24251|thx|Erich Hoffmann||38430376
2010-02-12T21:53:31.649+0000|51057491|38501|I see|Ge Yu|51057490|
2010-02-12T22:26:31.707+0000|51056089|38501|About Mstislav Rostropovich, f the 20th centAbout Michel Foucault, e, his genealog.|Ge Yu|51056086|
2010-02-12T22:27:40.916+0000|51056097|47780|no way!|Lei Zhang|51056089|
2010-02-12T22:27:50.437+0000|37342519|24251|fine|Erich Hoffmann|37342517|
2010-02-12T22:49:26.110+0000|51056330|47780|About Mstislav Rostropovich, nd especially Benjamin BriAbout Take Me Home, Country Roads, it was played at the funer.|Lei Zhang||51056329
2010-02-12T22:51:50.524+0000|37343110|37759|About Pope John Paul II, , more than thAbout Martin Scorsese, o. He won the About Malcolm X, s been called .|Werner Wagner|37343104|
2010-02-12T22:52:19.554+0000|51056100|47780|no way!|Lei Zhang|51056089|
2010-02-12T23:13:25.581+0000|51056332|47780|yes|Lei Zhang|51056330|
2010-02-12T23:18:33.841+0000|51056611|38501|maybe|Ge Yu|51056608|
2010-02-12T23:38:21.180+0000|51056618|38501|About T.I., nts in counAbout Philip K. Dick, us are realAbout New Zealand, in-Chief of.|Ge Yu|51056609|
2010-02-12T23:39:27.770+0000|51056091|38501|fine|Ge Yu||51056084
2010-02-12T23:40:29.918+0000|38430392|24251|thanks|Erich Hoffmann|38430384|
2010-02-12T23:44:09.694+0000|38430597|24251|About Vladimir Nabokov,  same list. HisAbout Lord Byron, a full-scale prAbout Want One, nt One is the.|Erich Hoffmann|38430595|
2010-02-12T23:44:28.021+0000|37342522|24251|thanks|Erich Hoffmann||37342515
2010-02-12T23:46:43.087+0000|51056087|38501|right|Ge Yu|51056086|
2010-02-12T23:49:42.309+0000|38430599|24251|great|Erich Hoffmann|38430597|
2010-02-12T23:58:12.825+0000|37342651|24251|ok|Erich Hoffmann||37342640
2010-02-13T00:03:41.962+0000|51057488|47780|yes|Lei Zhang|51057486|
2010-02-13T00:14:51.692+0000|51056658|38501|right|Ge Yu||51056638
2010-02-13T00:37:06.289+0000|51056333|47780|About Mambo No. 5, ng of the original, released uAbout America the Beautiful, c song. The lyrics were writte.|Lei Zhang||51056329
2010-02-13T00:39:49.023+0000|51057428|38501|great|Ge Yu||51057426
2010-02-13T00:47:11.280+0000|37342644|37759|About Edgar Allan Poe, rose and sAbout Pharrell Williams, 006. As paAbout Norah Jones, 30, 1979) .|Werner Wagner||37342640
2010-02-13T00:47:44.785+0000|37342647|24251|About Doris Day, ntry. PAbout Pharrell Williams, pse, SkAbout Norah Jones, , inclu.|Erich Hoffmann|37342644|
2010-02-13T00:59:38.429+0000|51057495|47780|About Pope Pius XII, xis and AxAbout Ozzy Osbourne, pril 2011 About Morrissey, d Kingdom About When Doves Cry, r.|Lei Zhang|51057490|
2010-02-13T01:01:31.243+0000|51057268|38501|About Mstislav Rostropovich, ellist of the second half of the 20th cenAbout Occupation of Japan, by a foreign.|Ge Yu||51057264
2010-02-13T01:02:05.245+0000|51056616|38501|maybe|Ge Yu|51056608|
2010-02-13T01:05:04.035+0000|51057271|47780|good|Lei Zhang|51057268|
2010-02-13T01:05:04.993+0000|37342518|24251|no way!|Erich Hoffmann|37342517|
2010-02-13T01:12:52.599+0000|51057492|47780|About Ozzy Osbourne, ourne is aAbout Morrissey, ive perforAbout Ulysses S. Grant, president .|Lei Zhang|51057490|
2010-02-13T01:17:25.516+0000|51057269|47780|LOL|Lei Zhang|51057268|
2010-02-13T01:17:30.147+0000|37342945|24251|no way!|Erich Hoffmann||37342940
2010-02-13T01:18:07.526+0000|37342350|24251|good|Erich Hoffmann||37342349
2010-02-13T01:21:57.667+0000|37342652|37759|good|Werner Wagner|37342647|
2010-02-13T01:33:32.617+0000|37342944|24251|thx|Erich Hoffmann||37342940
2010-02-13T01:34:58.106+0000|51057429|38501|About Mstislav Rostropovich, especially BenjamAbout Dean Martin, no Paul Crocetti;About Warren G. Harding,  o.|Ge Yu||51057426
2010-02-13T01:46:56.157+0000|51056111|38501|About Andy Roddick,  American playAbout Tie Your Mother Down, intro featurinAbout Blow in the Wind, t so .|Ge Yu||51056105
2010-02-13T01:54:57.146+0000|51056096|38501|About Mstislav Rostropovich,  Benjamin Britten. Rostropovich was About Michel Foucault,  in academic circles. In the 1960s, About Kurt Weill,  Julian Weill (March 2, 1900 – April.|Ge Yu|51056086|
2010-02-13T02:16:20.174+0000|37342641|24251|About Federico Fellini,  and was nomAbout Norah Jones, so the paterAbout Al Green, h Me, I'm St.|Erich Hoffmann||37342640
2010-02-13T02:20:13.826+0000|37342649|37759|LOL|Werner Wagner|37342644|
2010-02-13T02:27:33.013+0000|37342659|37759|thanks|Werner Wagner|37342641|
2010-02-13T02:28:35.411+0000|37342654|37759|I see|Werner Wagner|37342641|
2010-02-13T02:31:39.260+0000|51057011|47780|no way!|Lei Zhang||51057004
2010-02-13T02:32:05.301+0000|37342645|24251|fine|Erich Hoffmann|37342641|
2010-02-13T02:32:35.353+0000|51057493|38501|maybe|Ge Yu|51057492|
2010-02-13T03:00:28.295+0000|51055856|47780|yes|Lei Zhang||51055853
2010-02-13T03:10:43.117+0000|37342646|24251|ok|Erich Hoffmann|37342641|
2010-02-13T03:20:55.301+0000|51057266|38501|I see|Ge Yu||51057264
2010-02-13T03:21:31.609+0000|51057270|47780|great|Lei Zhang|51057268|
2010-02-13T03:23:05.978+0000|51056621|38501|ok|Ge Yu|51056617|
2010-02-13T03:23:40.100+0000|51056615|38501|LOL|Ge Yu|51056608|
2010-02-13T03:25:07.199+0000|51056261|38501|yes|Ge Yu||51056252
2010-02-13T03:26:58.571+0000|51056103|38501|good|Ge Yu|51056092|
2010-02-13T03:34:14.970+0000|51057704|38501|About Clement Attlee, on of a large partAbout Robin Williams, y Awards, four GolAbout Belgian Congo, I’s formal relinquAbout Always Look on the Bright Side of Life,  the 1979 film Mon.|Ge Yu||51057703
2010-02-13T03:39:39.180+0000|51056613|47780|About C. S. Lewis,  fell awAbout Monty Python, carried About Karma Chameleon, r one th.|Lei Zhang|51056609|
2010-02-13T03:39:49.244+0000|51056622|38501|thx|Ge Yu|51056613|
2010-02-13T03:43:28.462+0000|38430394|24251|no|Erich Hoffmann|38430387|
2010-02-13T03:47:47.393+0000|51055870|38501|yes|Ge Yu||51055853
2010-02-13T03:52:04.219+0000|37342951|24251|great|Erich Hoffmann||37342940
2010-02-13T03:57:44.601+0000|51057273|47780|thx|Lei Zhang|51057268|
2010-02-13T04:08:14.614+0000|37342521|24251|roflol|Erich Hoffmann|37342517|
2010-02-13T04:19:19.720+0000|51057494|47780|About Mstislav Rostropovich, f human righAbout Pope Pius XII, d Latin AmerAbout Manmohan Singh, Prime Minist.|Lei Zhang|51057484|
2010-02-13T04:35:40.069+0000|51055857|47780|LOL|Lei Zhang||51055853
2010-02-13T04:37:53.203+0000|37342943|24251|duh|Erich Hoffmann||37342940
2010-02-13T04:50:02.108+0000|51057427|38501|thanks|Ge Yu||51057426
2010-02-13T04:58:10.519+0000|51056612|38501|ok|Ge Yu||51056604
2010-02-13T05:01:57.707+0000|51055869|38501|duh|Ge Yu||51055853
2010-02-13T05:10:31.249+0000|51056114|47780|right|Lei Zhang|51056111|
2010-02-13T05:22:58.485+0000|51058438|38501|About Mstislav Rostropovich, een the greatest cellist of the secondAbout Singapore,  were bo.|Ge Yu||51058423
2010-02-13T05:27:25.612+0000|51058425|38501|thx|Ge Yu||51058423
2010-02-13T05:28:44.057+0000|51057005|38501|About Mstislav Rostropovich, st and conductAbout Henry II of England,  of Becket. La.|Ge Yu||51057004
2010-02-13T05:29:49.348+0000|51057579|47780|cool|Lei Zhang||51057578
2010-02-13T05:29:51.834+0000|51057581|38501|yes|Ge Yu||51057578
2010-02-13T05:32:30.811+0000|51058439|47780|roflol|Lei Zhang|51058438|
2010-02-13T05:32:57.975+0000|37342633|37759|About George H. W. Bush, hed a successful camAbout India,  sub-classified intoAbout Bangladesh, eg.|Werner Wagner||37342624
2010-02-13T05:34:11.056+0000|37342655|24251|duh|Erich Hoffmann|37342641|
2010-02-13T05:35:06.521+0000|51057010|38501|ok|Ge Yu|51057005|
2010-02-13T05:36:20.973+0000|51057707|47780|good|Lei Zhang||51057703
2010-02-13T05:44:19.708+0000|51057134|47780|good|Lei Zhang||51057132
2010-02-13T05:44:41.286+0000|51057584|38501|fine|Ge Yu||51057578
2010-02-13T05:47:09.963+0000|51056614|47780|cool|Lei Zhang|51056609|
2010-02-13T05:50:20.902+0000|37342643|37759|fine|Werner Wagner|37342641|
2010-02-13T05:51:14.048+0000|37342948|24251|About Mstislav Rostropovich, ly consideredAbout Mustafa Kemal Atatürk, ement in the About W. B. Yeats, n, but .|Erich Hoffmann||37342940
2010-02-13T05:53:29.862+0000|51056106|47780|About Mstislav Rostropovich,  Andreas MaAbout Dante Alighieri, , prose wriAbout Is There Something I Should Know?,  .|Lei Zhang||51056105
2010-02-13T06:00:30.350+0000|37342949|24251|About Michel Foucault, lusion to NAbout Mustafa Kemal Atatürk, t in AnkaraAbout John Quincy Adams, sec.|Erich Hoffmann|37342948|
2010-02-13T06:00:43.687+0000|51057133|38501|right|Ge Yu||51057132
2010-02-13T06:01:46.704+0000|37342947|37759|ok|Werner Wagner||37342940
2010-02-13T06:11:47.055+0000|51056643|38501|About Jacques Offenbach, emained one of his most About David Lloyd George,  a second language, withAbout Saint Patrick, ion's members had de.|Ge Yu||51056638
2010-02-13T06:12:42.081+0000|51056647|38501|About Jacques Offenbach, o compose comiAbout Albania, , is home to 4About La Vie en rose,  released as a.|Ge Yu|51056643|
2010-02-13T06:15:01.215+0000|51058427|47780|ok|Lei Zhang||51058423
2010-02-13T06:26:33.270+0000|51056117|38501|About Alfred Hitchcock, ons of violence, About Is There Something I Should Know?, . The song was re.|Ge Yu|51056106|
2010-02-13T06:29:32.747+0000|51056247|47780|About Joni Mitchell, n called one oAbout Alexandre Dumas, a French authoAbout Ne-Yo, 09, Billb.|Lei Zhang||51056246
2010-02-13T06:32:17.754+0000|38430389|24251|About Mstislav Rostropovich, y considered to have been the greatestAbout T.A.P.O.A.F.O.M.,  to the .|Erich Hoffmann||38430376
2010-02-13T06:34:52.445+0000|9899762|238|LOL|Burak Koksal||9899759
2010-02-13T06:34:59.392+0000|37342653|24251|fine|Erich Hoffmann||37342640
2010-02-13T06:35:48.578+0000|38430390|24251|roflol|Erich Hoffmann|38430389|
2010-02-13T06:40:10.848+0000|811224|35357|fine|Jie Chen||811217
2010-02-13T06:40:31.224+0000|51058433|47780|right|Lei Zhang||51058423
2010-02-13T06:41:14.867+0000|9899767|238|About Mstislav Rostropovich,  enlarged the cAbout Henry Mancini, ) was an AmericAbout Henry Clay, John C.|Burak Koksal||9899765
2010-02-13T06:41:33.301+0000|811222|35357|About Joan Crawford,  box office poison. After an absence of nearly two years from the screen, Crawford stag.|Jie Chen||811217
2010-02-13T06:43:49.884+0000|38430379|24251|I see|Erich Hoffmann||38430376
2010-02-13T06:43:57.107+0000|9899770|238|About Mstislav Rostropovich, of all time. In adAbout John Locke, ism and liberal thAbout She Drives Me Crazy, 0 in.|Burak Koksal|9899767|
2010-02-13T06:44:22.216+0000|811227|35357|roflol|Jie Chen|811222|
2010-02-13T06:47:10.961+0000|9899773|238|duh|Burak Koksal|9899767|
2010-02-13T06:51:53.536+0000|51056610|38501|fine|Ge Yu|51056608|
2010-02-13T06:52:03.302+0000|811219|35357|great|Jie Chen||811217
2010-02-13T06:53:46.153+0000|51056649|47780|LOL|Lei Zhang|51056647|
2010-02-13T06:55:36.326+0000|37342625|37759|no way!|Werner Wagner||37342624
2010-02-13T06:58:01.712+0000|9899764|238|About Elizabeth II, 926) is the constitutiAbout David Bowie,  Throughout his careerAbout Donald Duck, is .|Burak Koksal||9899759
2010-02-13T06:58:48.936+0000|37342635|37759|cool|Werner Wagner|37342633|
2010-02-13T07:03:38.588+0000|51057586|38501|About Mstislav Rostropovich,  all timAbout Robin Williams, tor and About Monty Python, st comed.|Ge Yu||51057578
2010-02-13T07:05:15.551+0000|51057587|47780|I see|Lei Zhang|51057586|
2010-02-13T07:07:31.754+0000|37342831|37759|About Mstislav Rostropovich, dition to hiAbout Joe Biden, ears before About Paul Newman, s exceeded $.|Werner Wagner||37342830
2010-02-13T07:08:32.663+0000|51057588|38501|right|Ge Yu|51057586|
2010-02-13T07:10:03.178+0000|37342834|37759|fine|Werner Wagner|37342831|
2010-02-13T07:10:44.018+0000|37342832|24251|LOL|Erich Hoffmann|37342831|
2010-02-13T07:10:45.284+0000|37342816|24251|About Bruce Willis, mi Moore and theAbout Federico Fellini,  film director aAbout Dionne Warwick, gles making the About It Must Have Been Love, n to Your Hea.|Erich Hoffmann||37342802
2010-02-13T07:10:48.372+0000|37342808|37759|I see|Werner Wagner||37342802
2010-02-13T07:13:56.026+0000|51058571|47780|yes|Lei Zhang||51058570
2010-02-13T07:15:08.232+0000|51056656|38501|duh|Ge Yu|51056643|
2010-02-13T07:15:29.998+0000|811226|47780|About Augustine of Hippo, ity that worshipped God. In the Catholic Church and the About Andrew Lloyd Webber, is an English composer and imp.|Lei Zhang||811217
2010-02-13T07:16:59.564+0000|51057013|47780|I see|Lei Zhang||51057004
2010-02-13T07:17:03.063+0000|37342658|24251|About Gwen Stefani, her work wAbout F. Scott Fitzgerald, thumously.About Pharrell Williams, um In My M.|Erich Hoffmann|37342644|
2010-02-13T07:18:00.839+0000|51056113|38501|About George II of Great Britain, ness. Since then, someAbout George Washington, nd professionally attaAbout Abbey Road, , the studio came undeAbout Tie Your Mother Down, is actually a reprise .|Ge Yu|51056106|
2010-02-13T07:21:46.548+0000|9899769|238|About Richard Nixon, 952 election. Nixon served About Henry Mancini, e won a record number of GrAbout Henry Clay, ator, Clay brokered importaAbout Jesus, ng pervade the lyrics.|Burak Koksal|9899767|
2010-02-13T07:27:30.324+0000|51057006|38501|About Mstislav Rostropovich, kris and especAbout Henry II of England, e, historians .|Ge Yu|51057005|
2010-02-13T07:29:28.233+0000|51057007|38501|thx|Ge Yu|51057006|
2010-02-13T07:29:54.542+0000|37342942|24251|no way!|Erich Hoffmann||37342940
2010-02-13T07:32:24.747+0000|51056109|38501|About Mstislav Rostropovich,  He gave the premieres About I Got a Woman, can R&B/soul musician R.|Ge Yu||51056105
2010-02-13T07:33:33.552+0000|9899772|238|roflol|Burak Koksal|9899769|
2010-02-13T07:35:04.233+0000|51056646|47780|thx|Lei Zhang|51056643|
2010-02-13T07:36:24.048+0000|37342803|24251|no way!|Erich Hoffmann||37342802
2010-02-13T07:38:07.160+0000|37342865|24251|maybe|Erich Hoffmann||37342864
2010-02-13T07:58:48.719+0000|38430382|24251|thx|Erich Hoffmann|38430380|
2010-02-13T08:02:37.441+0000|38430594|24251|thanks|Erich Hoffmann||38430593
2010-02-13T08:05:36.043+0000|51057585|38501|roflol|Ge Yu||51057578
2010-02-13T08:18:53.761+0000|51058424|47780|roflol|Lei Zhang||51058423
2010-02-13T08:19:44.541+0000|37342836|24251|cool|Erich Hoffmann|37342831|
2010-02-13T08:22:17.342+0000|51055760|47780|About Donald Trump, ork City area and aAbout Baby Love, United Kingdom pop About Love Will Tear Us Apart, Substance compil.|Lei Zhang||51055750
2010-02-13T08:22:23.608+0000|51055751|38501|maybe|Ge Yu||51055750
2010-02-13T08:27:02.102+0000|46546316|9803|good|Boris Basov||46546312
2010-02-13T08:30:45.994+0000|51055756|47780|duh|Lei Zhang||51055750
2010-02-13T08:36:14.495+0000|46546313|9803|About Saddam Hussein, esident under the ailing General Ahmed Hassan al-Bakr, and at a time when many groups were considered capable of ove.|Boris Basov||46546312
2010-02-13T08:39:52.327+0000|51056250|47780|About Alexandre Dumas,  son of AlexanAbout Joss Whedon, r, founder of About Hung Up, residentia.|Lei Zhang|51056247|
